theta_deg,phi_deg,AOmega_MC_withcos_cm2sr,AOmega_analytic_withcos_cm2sr,ratio_MC_over_analytic_withcos,AOmega_MC_nocos_cm2sr,AOmega_analytic_nocos_cm2sr,ratio_MC_over_analytic_nocos,ratio_withcos_over_nocos_MC
5.000000000000001,-62.50000000000001,0.897099408239399,0.8967025310498647,1.0004425962633,0.9005261822391067,0.9001277890431837,1.0004425962633001,0.9961946980917454
5.000000000000001,-57.5,0.8957981602475402,0.8954519641103285,1.000386616090072,0.8992199636913153,0.8988724451411013,1.000386616090072,0.9961946980917455
5.000000000000001,-52.50000000000001,0.8950047163500681,0.8946139687574224,1.000436777879948,0.898423488967055,0.898031248782085,1.000436777879948,0.9961946980917455
5.000000000000001,-47.5,0.8943858301100387,0.8941936857663544,1.0002148800050177,0.8978022386821309,0.8976093603782689,1.0002148800050177,0.9961946980917455
5.000000000000001,-42.5,0.8943540923541398,0.8941936857663544,1.0001793868491118,0.8977703796931605,0.8976093603782689,1.000179386849112,0.9961946980917454
5.000000000000001,-37.49999999999999,0.8943858301100387,0.8946139687574224,0.9997449864909883,0.8978022386821309,0.898031248782085,0.9997449864909884,0.9961946980917455
5.000000000000001,-32.5,0.8956236025900972,0.8954519641103298,1.0001916780426496,0.8990447392519789,0.8988724451411025,1.0001916780426496,0.9961946980917455
5.000000000000001,-27.5,0.8968613750701552,0.896702531049863,1.0001771423797658,0.9002872398218263,0.9001277890431818,1.0001771423797658,0.9961946980917455
5.000000000000001,-22.5,0.8987497715461428,0.8983579601973954,1.0004361416786036,0.9021828496655696,0.9017895416611225,1.0004361416786034,0.9961946980917455
5.000000000000001,-17.5,0.9002573149513423,0.9004079773029426,0.9998326732376899,0.9036961516416665,0.9038473894989738,0.9998326732376899,0.9961946980917457
5.000000000000001,-12.499999999999998,0.9028122043012066,0.9028397508076714,0.9999694890411723,0.9062608002537885,0.906288451983433,0.9999694890411723,0.9961946980917455
